Sector,Salary Group,Employment Group,Gender,Components,Year,Contents
General government,All forms of pay,Employees,Men,"Median, standardized hourly earnings",2013,233.96
General government,All forms of pay,Employees,Men,"Upper quartile, standardized hourly earnings",2013,283.13
General government,All forms of pay,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2013,40539.01
General government,All forms of pay,Employees,Men,Number of fulltime employees in the earnings statistics,2013,187532.0
General government,All forms of pay,Employees,Women,STANDARDIZED HOURLY EARNINGS,2013,221.59
General government,All forms of pay,Employees,Women,Fringe benefits in DKK per standard hour,2013,0.07
General government,All forms of pay,Employees,Women,Pension including ATP in DKK per standard hour,2013,28.5
General government,All forms of pay,Employees,Women,Basic earnings in DKK per standard hour,2013,184.69
General government,All forms of pay,Employees,Women,"Lower quartile, standardized earnings",2013,186.03
General government,All forms of pay,Employees,Women,"Median, standardized hourly earnings",2013,212.92
General government,All forms of pay,Employees,Women,"Upper quartile, standardized hourly earnings",2013,243.27
General government,All forms of pay,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2013,35527.21
General government,All forms of pay,Employees,Women,Number of fulltime employees in the earnings statistics,2013,424415.0
General government,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2013,221.17
General government,All forms of pay,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2013,0.08
General government,All forms of pay,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2013,28.32
General government,All forms of pay,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2013,184.35
General government,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2013,186.67
General government,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2013,213.84
General government,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2013,245.79
General government,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2013,35460.2
General government,All forms of pay,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2013,558904.0
General government,All forms of pay,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2013,235.74
General government,All forms of pay,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2013,0.13
General government,All forms of pay,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2013,30.61
General government,All forms of pay,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2013,196.32
General government,All forms of pay,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2013,194.12
General government,All forms of pay,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2013,225.76
General government,All forms of pay,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2013,266.19
General government,All forms of pay,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2013,37795.47
General government,All forms of pay,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2013,160498.0
General government,All forms of pay,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2013,215.07
General government,All forms of pay,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2013,0.06
General government,All forms of pay,"Employees, non-managerial level",Women,Pension including ATP in DKK per standard hour,2013,27.37
General government,All forms of pay,"Employees, non-managerial level",Women,Basic earnings in DKK per standard hour,2013,179.34
General government,All forms of pay,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2013,184.24
General government,All forms of pay,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2013,210.27
General government,All forms of pay,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2013,236.98
General government,All forms of pay,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2013,34481.97
General government,All forms of pay,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2013,398406.0
General government,Workers paid by the hour,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2013,
General government,Workers paid by the hour,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2013,
General government,Workers paid by the hour,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2013,
General government,Workers paid by the hour,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2013,
General government,Workers paid by the hour,General managers,Mean of men and women,"Lower quartile, standardized earnings",2013,
General government,Workers paid by the hour,General managers,Mean of men and women,"Median, standardized hourly earnings",2013,
General government,Workers paid by the hour,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2013,
General government,Workers paid by the hour,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2013,
General government,Workers paid by the hour,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2013,18.0
General government,Workers paid by the hour,General managers,Men,STANDARDIZED HOURLY EARNINGS,2013,
General government,Workers paid by the hour,General managers,Men,Fringe benefits in DKK per standard hour,2013,
General government,Workers paid by the hour,General managers,Men,Pension including ATP in DKK per standard hour,2013,
General government,Workers paid by the hour,General managers,Men,Basic earnings in DKK per standard hour,2013,
General government,Workers paid by the hour,General managers,Men,"Lower quartile, standardized earnings",2013,
General government,Workers paid by the hour,General managers,Men,"Median, standardized hourly earnings",2013,
General government,Workers paid by the hour,General managers,Men,"Upper quartile, standardized hourly earnings",2013,
General government,Workers paid by the hour,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2013,
General government,Workers paid by the hour,General managers,Men,Number of fulltime employees in the earnings statistics,2013,11.0
General government,Workers paid by the hour,General managers,Women,STANDARDIZED HOURLY EARNINGS,2013,
General government,Workers paid by the hour,General managers,Women,Fringe benefits in DKK per standard hour,2013,
General government,Workers paid by the hour,General managers,Women,Pension including ATP in DKK per standard hour,2013,
General government,Workers paid by the hour,General managers,Women,Basic earnings in DKK per standard hour,2013,
General government,Workers paid by the hour,General managers,Women,"Lower quartile, standardized earnings",2013,
General government,Workers paid by the hour,General managers,Women,"Median, standardized hourly earnings",2013,
General government,Workers paid by the hour,General managers,Women,"Upper quartile, standardized hourly earnings",2013,
General government,Workers paid by the hour,General managers,Women,STANDARDIZED MONTHLY EARNINGS,2013,
General government,Workers paid by the hour,General managers,Women,Number of fulltime employees in the earnings statistics,2013,7.0
General government,Workers paid by the hour,Employees,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2013,175.87
General government,Workers paid by the hour,Employees,Mean of men and women,Fringe benefits in DKK per standard hour,2013,0.0
General government,Workers paid by the hour,Employees,Mean of men and women,Pension including ATP in DKK per standard hour,2013,8.81
General government,Workers paid by the hour,Employees,Mean of men and women,Basic earnings in DKK per standard hour,2013,145.66
General government,Workers paid by the hour,Employees,Mean of men and women,"Lower quartile, standardized earnings",2013,143.8
General government,Workers paid by the hour,Employees,Mean of men and women,"Median, standardized hourly earnings",2013,169.03
General government,Workers paid by the hour,Employees,Mean of men and women,"Upper quartile, standardized hourly earnings",2013,197.63
General government,Workers paid by the hour,Employees,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2013,28196.56
General government,Workers paid by the hour,Employees,Mean of men and women,Number of fulltime employees in the earnings statistics,2013,10171.0
General government,Workers paid by the hour,Employees,Men,STANDARDIZED HOURLY EARNINGS,2013,177.01
General government,Workers paid by the hour,Employees,Men,Fringe benefits in DKK per standard hour,2013,0.01
General government,Workers paid by the hour,Employees,Men,Pension including ATP in DKK per standard hour,2013,8.07
General government,Workers paid by the hour,Employees,Men,Basic earnings in DKK per standard hour,2013,150.12
General government,Workers paid by the hour,Employees,Men,"Lower quartile, standardized earnings",2013,143.76
General government,Workers paid by the hour,Employees,Men,"Median, standardized hourly earnings",2013,169.97
General government,Workers paid by the hour,Employees,Men,"Upper quartile, standardized hourly earnings",2013,197.98
General government,Workers paid by the hour,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2013,28379.82
General government,Workers paid by the hour,Employees,Men,Number of fulltime employees in the earnings statistics,2013,2966.0
General government,Workers paid by the hour,Employees,Women,STANDARDIZED HOURLY EARNINGS,2013,175.4
General government,Workers paid by the hour,Employees,Women,Fringe benefits in DKK per standard hour,2013,0.0
General government,Workers paid by the hour,Employees,Women,Pension including ATP in DKK per standard hour,2013,9.12
General government,Workers paid by the hour,Employees,Women,Basic earnings in DKK per standard hour,2013,143.84
General government,Workers paid by the hour,Employees,Women,"Lower quartile, standardized earnings",2013,143.8
General government,Workers paid by the hour,Employees,Women,"Median, standardized hourly earnings",2013,168.56
General government,Workers paid by the hour,Employees,Women,"Upper quartile, standardized hourly earnings",2013,197.45
General government,Workers paid by the hour,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2013,28121.57
General government,Workers paid by the hour,Employees,Women,Number of fulltime employees in the earnings statistics,2013,7205.0
General government,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2013,175.71
